id,mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin,car name
778,36.21750154,4,104,60,2123,14.91168374,81,3,datsun 200sx
779,16.82089019,4,351,100,2720,10.26727519,71,1,pontiac lemans v6
781,27.66628586,4,122,60,2125,13.45258041,71,1,vw rabbit
782,28.51077467,4,90,71,4295,17.79771334,77,1,fiat 128
787,16.53306246,8,350,150,4456,13.51622396,72,1,dodge rampage
791,22.85753879,8,318,140,2300,13.31202427,78,1,ford futura
793,23.31626451,6,225,110,2815,17.76426066,80,1,dodge aspen
797,36.19974035,4,79,67,2000,15.06984755,80,3,pontiac lemans v6
799,22.64574658,8,318,88,2615,13.12543597,78,1,ford futura
800,36.27400120000001,4,97,60,2123,15.05251512,81,3,datsun 200sx
802,23.43605686,4,140,72,2200,13.40003672,76,1,audi 5000s (diesel)
804,23.06465157,4,121,112,3070,13.65623626,73,2,saab 99le
806,42.90025058,4,305,110,3381,17.88062536,82,1,amc gremlin
807,35.75262483,4,105,67,2000,15.07363841,81,1,peugeot 504
810,23.00288713,6,400,85,3193,17.23810412,73,1,honda civic 1300
812,23.13074416,4,140,85,2720,13.44283081,71,1,dodge monaco brougham
815,28.04882512,4,140,?,1760,19.13955818,71,1,vw rabbit
816,17.46205093,8,400,150,4154,12.98621541,73,1,dodge monaco brougham
820,35.54715086,4,144,100,2702,15.55280172,74,3,ford mustang ii 2+2
821,22.62070575,6,400,95,3193,13.2334785,71,1,vw rabbit
824,16.86599171,8,429,220,2245,9.530858797,70,1,datsun 710
825,35.86269225,4,318,110,4638,15.34682171,82,1,datsun 1200
828,23.18074734,6,140,110,2815,18.12220965,80,1,dodge aspen
829,28.31097497,4,140,148,2300,13.73104427,82,2,datsun 200-sx
831,28.07958004,4,140,?,1760,17.26839291,82,1,vw rabbit
833,36.35810864,4,104,60,2123,14.86730903,81,3,datsun 200sx
835,17.02186438,4,400,95,3193,13.18165044,71,1,honda civic 1300
836,17.90628397,8,318,150,3233,13.23066463,73,1,amc gremlin
838,17.76246056,8,302,140,2774,13.20825508,79,1,mercury cougar brougham
839,28.10949465,4,231,97,2720,13.50940068,71,1,audi 5000s (diesel)
840,44.45964949,4,90,69,4274,21.67368634,72,2,ford pinto
841,17.627651,6,318,110,3205,19.31391658,75,1,vw rabbit custom
842,16.45903762,8,350,150,4456,13.49473695,72,1,dodge rampage
843,17.74045494,8,302,220,2774,15.20468874,76,1,triumph tr7 coupe
845,28.31170158,4,97,150,2130,13.2739284,70,1,datsun pl510
846,22.28243205,6,400,100,3193,13.12646521,73,1,dodge coronet custom
847,34.82096272,4,151,67,2525,15.33074798,80,3,buick skyhawk
849,23.42954406,6,200,85,3193,17.27727309,73,1,dodge monaco brougham
850,28.74291691,4,318,90,3420,15.41902455,80,1,datsun 1200
851,44.3018705,4,258,193,4274,21.60600638,78,2,pontiac astro
853,28.939189399999997,4,98,90,2670,15.67435846,71,1,volkswagen dasher
854,23.24912999,6,225,100,3353,15.35136694,76,1,chevrolet nova
861,22.93938894,6,258,71,3380,13.14802118,76,1,volkswagen jetta
866,35.45350788,4,135,97,1875,15.33704421,81,1,pontiac astro
868,18.169419,8,302,140,2774,13.22143828,79,1,plymouth reliant
869,22.20097602,8,302,130,2615,13.07535129,78,1,ford futura
870,28.74010934,4,97,90,2670,17.71687354,76,1,opel 1900
871,23.24773708,4,225,100,2300,15.35595735,79,1,chevrolet nova
872,17.36098976,8,302,130,2774,13.27438632,76,1,amc matador
877,22.86429397,8,350,139,3380,13.11996654,78,1,ford futura
879,22.39092502,6,140,70,2200,13.28159303,76,3,dodge omni
880,17.85487029,6,200,85,3193,17.14264779,73,1,honda civic 1300
881,28.08070655,4,97,135,2130,15.44656227,82,2,datsun 200-sx
882,36.429854,4,97,139,2000,14.96946743,81,3,datsun 200sx
887,26.60605041,4,90,97,3233,15.65873723,77,1,toyouta corona mark ii (sw)
888,36.0989506,4,104,60,2123,14.8782622,81,3,datsun 200sx
889,35.78172655,4,134,100,2120,15.47839456,74,3,buick regal sport coupe (turbo)
890,22.15810681,4,318,130,2300,13.24194316,78,1,ford futura
891,28.48430951,4,97,150,2130,13.298066500000001,70,1,datsun pl510
892,36.23049757,4,98,70,2000,14.98714749,81,1,fiat 124 sport coupe
893,22.59451179,4,140,67,2200,13.347109900000001,76,3,audi 5000s (diesel)
896,35.26098112,4,85,54,3880,17.663760600000003,80,2,ford pinto
897,17.61760447,6,318,110,3205,19.37219199,75,1,vw rabbit custom
900,22.78564809,6,156,108,2200,13.27558022,76,3,audi 5000s (diesel)
901,27.53641781,4,140,?,1760,19.2434657,76,1,vw rabbit
903,22.121709699999997,6,200,97,3233,15.19294517,81,1,peugeot 505s turbo diesel
907,34.66772443,4,135,97,1875,15.29922139,81,1,pontiac astro
910,35.82935371,4,151,67,3940,15.41959707,71,1,ford pinto
911,17.53504013,8,350,150,2370,13.39493865,72,1,dodge rampage
914,22.79321788,8,302,139,2300,13.02458774,78,1,ford futura
916,22.91277768,6,400,97,2720,15.3334638,71,1,amc hornet
917,28.02559116,4,140,72,2200,17.42782742,73,1,vw rabbit
921,22.54136834,6,89,130,2300,13.31331962,78,1,ford futura
925,34.57143279,4,135,97,1875,15.31724485,81,1,pontiac astro
928,28.320837599999997,4,90,120,2125,15.62874091,77,1,dodge monaco brougham
930,23.52041251,6,231,110,2815,18.20940161,80,1,dodge aspen
931,23.049267,4,140,72,2408,19.46953035,73,1,vw rabbit
932,35.89391992,4,134,85,2391,15.52366016,74,3,buick regal sport coupe (turbo)
933,35.22302472,4,134,85,2391,15.42885701,74,3,datsun 210 mpg
935,28.68957928,4,116,90,2670,15.49227616,79,1,ford pinto
936,17.8969125,8,318,148,3897,17.43441286,75,1,ford ltd
937,17.37683043,8,350,150,4456,13.47311946,72,1,dodge rampage
941,35.49312389,4,135,90,2254,15.27810723,82,1,dodge omni
943,17.17962544,8,429,82,2245,9.664066345,70,1,ford galaxie 500
947,22.42348611,4,140,97,2639,17.16659636,75,1,amc hornet
949,36.04175445,4,104,60,2123,14.87644572,81,3,datsun 200sx
951,16.93178916,8,350,150,4456,13.50348287,72,1,dodge rampage
953,28.64322441,4,90,120,2125,15.55218166,77,1,dodge monaco brougham
954,23.48625637,8,225,100,2300,15.37983139,79,1,chevrolet nova
955,35.98443404,4,151,90,3420,15.55186844,80,1,datsun 810 maxima
961,28.87491295,4,98,90,2670,15.37453684,79,1,ford pinto
962,22.93400003,8,302,139,2950,12.77697581,78,1,ford futura
965,17.83453647,8,302,130,2210,13.23051067,73,1,mercury cougar brougham
966,28.22677875,4,97,85,2045,17.69519577,71,1,ford pinto
967,28.08734538,4,140,148,2720,13.61214889,82,2,datsun 200-sx
968,36.40349381,4,104,60,2123,14.91831041,81,3,datsun 200sx
970,27.72504825,4,140,?,1760,19.53243392,76,1,vw rabbit
972,28.43920225,4,90,120,2125,17.85633313,77,1,fiat 128
973,28.87646985,4,98,90,2670,15.45978946,79,1,ford pinto
974,22.49009388,6,200,85,3193,17.21047711,73,1,dodge monaco brougham
976,36.2229577,4,98,67,2000,14.99155532,79,1,fiat 124 sport coupe
977,22.22448986,6,400,85,2711,17.11338446,78,1,honda civic 1300
978,17.34427513,8,400,193,4732,12.95641662,70,1,hi 1200d
980,22.73956128,4,318,139,2525,13.29411095,78,1,ford futura
981,22.79844723,4,140,148,2835,13.47757315,82,1,datsun 200-sx
983,35.1736403,4,97,67,2234,17.54268115,80,3,plymouth valiant
994,17.8254479,8,302,220,2774,15.17718948,76,1,triumph tr7 coupe
995,28.54514697,4,97,150,2130,13.32466854,70,1,datsun pl510
997,36.01187998,4,97,150,2300,15.36436109,71,1,chevrolet nova
